timestamp,volume,open,high,low,close,symbol
2023-06-06 04:25:00+00:00,32.0,1.07187,1.07196,1.07186,1.0719,EUR_USD
2023-06-06 04:26:00+00:00,18.0,1.0719,1.07192,1.07189,1.07191,EUR_USD
2023-06-06 04:27:00+00:00,29.0,1.07191,1.07194,1.07188,1.07188,EUR_USD
2023-06-06 04:28:00+00:00,19.0,1.07189,1.072,1.07188,1.07198,EUR_USD
2023-06-06 04:29:00+00:00,40.0,1.07199,1.0721,1.07198,1.07198,EUR_USD
2023-06-06 04:30:00+00:00,300.0,1.07197,1.07234,1.07196,1.07219,EUR_USD
2023-06-06 04:31:00+00:00,153.0,1.07215,1.07226,1.07208,1.07211,EUR_USD
2023-06-06 04:32:00+00:00,99.0,1.07214,1.07216,1.07186,1.07186,EUR_USD
2023-06-06 04:33:00+00:00,127.0,1.07186,1.072,1.07183,1.07187,EUR_USD
2023-06-06 04:34:00+00:00,95.0,1.07185,1.07204,1.07184,1.07199,EUR_USD
2023-06-06 04:35:00+00:00,103.0,1.072,1.0722,1.072,1.072,EUR_USD
2023-06-06 04:36:00+00:00,67.0,1.07199,1.0721,1.07198,1.0721,EUR_USD
2023-06-06 04:37:00+00:00,80.0,1.07212,1.0723,1.07212,1.07229,EUR_USD
2023-06-06 04:38:00+00:00,84.0,1.0723,1.0723,1.07214,1.07216,EUR_USD
2023-06-06 04:39:00+00:00,42.0,1.07216,1.07232,1.07216,1.07227,EUR_USD
2023-06-06 04:40:00+00:00,37.0,1.07232,1.07232,1.0722,1.07224,EUR_USD
2023-06-06 04:41:00+00:00,37.0,1.07224,1.07238,1.07224,1.07238,EUR_USD
2023-06-06 04:42:00+00:00,38.0,1.07236,1.07237,1.07231,1.07234,EUR_USD
2023-06-06 04:43:00+00:00,45.0,1.07236,1.07242,1.07232,1.07236,EUR_USD
2023-06-06 04:44:00+00:00,56.0,1.07237,1.0724,1.07234,1.07236,EUR_USD
2023-06-06 04:45:00+00:00,62.0,1.07236,1.07236,1.0722,1.07225,EUR_USD
2023-06-06 04:46:00+00:00,38.0,1.07224,1.07225,1.07218,1.07222,EUR_USD
2023-06-06 04:47:00+00:00,42.0,1.07223,1.07224,1.07214,1.07216,EUR_USD
2023-06-06 04:48:00+00:00,59.0,1.07218,1.07228,1.07212,1.07224,EUR_USD
2023-06-06 04:49:00+00:00,53.0,1.07224,1.07232,1.0722,1.07226,EUR_USD
2023-06-06 04:50:00+00:00,41.0,1.07225,1.07228,1.07222,1.07222,EUR_USD
2023-06-06 04:51:00+00:00,50.0,1.0722,1.0723,1.0722,1.07228,EUR_USD
2023-06-06 04:52:00+00:00,52.0,1.07227,1.07234,1.07224,1.0723,EUR_USD
2023-06-06 04:53:00+00:00,27.0,1.0723,1.07236,1.07228,1.0723,EUR_USD
2023-06-06 04:54:00+00:00,36.0,1.07228,1.0723,1.07224,1.07224,EUR_USD
2023-06-06 04:55:00+00:00,38.0,1.07224,1.07236,1.07224,1.0723,EUR_USD
2023-06-06 04:56:00+00:00,29.0,1.0723,1.0723,1.07225,1.07228,EUR_USD
2023-06-06 04:57:00+00:00,32.0,1.0723,1.07234,1.07229,1.07232,EUR_USD
2023-06-06 04:58:00+00:00,78.0,1.07233,1.07236,1.07232,1.07236,EUR_USD
2023-06-06 04:59:00+00:00,47.0,1.07238,1.07241,1.07234,1.07235,EUR_USD
2023-06-06 05:00:00+00:00,89.0,1.07238,1.0726,1.07238,1.0726,EUR_USD
2023-06-06 05:01:00+00:00,66.0,1.0726,1.07281,1.0726,1.07273,EUR_USD
2023-06-06 05:02:00+00:00,75.0,1.07274,1.07278,1.07254,1.07258,EUR_USD
2023-06-06 05:03:00+00:00,53.0,1.07258,1.07268,1.0725,1.07256,EUR_USD
2023-06-06 05:04:00+00:00,32.0,1.07257,1.07257,1.07252,1.07254,EUR_USD
2023-06-06 05:05:00+00:00,37.0,1.07254,1.07262,1.0725,1.07254,EUR_USD
2023-06-06 05:06:00+00:00,39.0,1.07253,1.07262,1.07253,1.0726,EUR_USD
2023-06-06 05:07:00+00:00,48.0,1.07261,1.07273,1.07261,1.07271,EUR_USD
2023-06-06 05:08:00+00:00,48.0,1.07268,1.07272,1.07264,1.0727,EUR_USD
2023-06-06 05:09:00+00:00,33.0,1.0727,1.07275,1.0726,1.07274,EUR_USD
2023-06-06 05:10:00+00:00,43.0,1.07276,1.07278,1.07274,1.07276,EUR_USD
2023-06-06 05:11:00+00:00,42.0,1.0728,1.07305,1.07278,1.073,EUR_USD
2023-06-06 05:12:00+00:00,39.0,1.07299,1.07299,1.07286,1.07286,EUR_USD
2023-06-06 05:13:00+00:00,39.0,1.07284,1.07299,1.07284,1.07297,EUR_USD
2023-06-06 05:14:00+00:00,58.0,1.073,1.07315,1.07298,1.07302,EUR_USD
2023-06-06 05:15:00+00:00,53.0,1.07302,1.07302,1.0729,1.07294,EUR_USD
2023-06-06 05:16:00+00:00,12.0,1.07294,1.07304,1.07294,1.07304,EUR_USD
2023-06-06 05:17:00+00:00,28.0,1.07304,1.07308,1.07304,1.07304,EUR_USD
2023-06-06 05:18:00+00:00,19.0,1.07304,1.07304,1.07296,1.07296,EUR_USD
2023-06-06 05:19:00+00:00,24.0,1.07297,1.07297,1.0729,1.07296,EUR_USD
2023-06-06 05:20:00+00:00,37.0,1.07296,1.07296,1.0728,1.07285,EUR_USD
2023-06-06 05:21:00+00:00,42.0,1.07284,1.07285,1.0727,1.07281,EUR_USD
2023-06-06 05:22:00+00:00,41.0,1.0728,1.07286,1.07275,1.07284,EUR_USD
2023-06-06 05:23:00+00:00,52.0,1.07284,1.07286,1.07272,1.07279,EUR_USD
2023-06-06 05:24:00+00:00,26.0,1.0728,1.0728,1.0727,1.07276,EUR_USD
2023-06-06 05:25:00+00:00,39.0,1.07276,1.0728,1.0727,1.0727,EUR_USD
2023-06-06 05:26:00+00:00,26.0,1.0727,1.0727,1.07264,1.07264,EUR_USD
2023-06-06 05:27:00+00:00,41.0,1.07264,1.07264,1.0726,1.07264,EUR_USD
2023-06-06 05:28:00+00:00,32.0,1.07264,1.07264,1.0725,1.07255,EUR_USD
2023-06-06 05:29:00+00:00,13.0,1.07254,1.07256,1.07252,1.07252,EUR_USD
2023-06-06 05:30:00+00:00,51.0,1.07252,1.07266,1.07252,1.07262,EUR_USD
2023-06-06 05:31:00+00:00,66.0,1.07264,1.07266,1.07252,1.07263,EUR_USD
2023-06-06 05:32:00+00:00,42.0,1.07264,1.0727,1.07262,1.07262,EUR_USD
2023-06-06 05:33:00+00:00,79.0,1.07264,1.07292,1.07264,1.07274,EUR_USD
2023-06-06 05:34:00+00:00,34.0,1.07274,1.07274,1.07266,1.07274,EUR_USD
2023-06-06 05:35:00+00:00,42.0,1.07273,1.07274,1.0726,1.07261,EUR_USD
2023-06-06 05:36:00+00:00,53.0,1.07262,1.07264,1.07252,1.07256,EUR_USD
2023-06-06 05:37:00+00:00,35.0,1.07256,1.0726,1.07254,1.07254,EUR_USD
2023-06-06 05:38:00+00:00,51.0,1.07255,1.07256,1.07244,1.07254,EUR_USD
2023-06-06 05:39:00+00:00,47.0,1.07256,1.07256,1.07248,1.07248,EUR_USD
2023-06-06 05:40:00+00:00,19.0,1.07248,1.0725,1.07243,1.07243,EUR_USD
2023-06-06 05:41:00+00:00,30.0,1.07244,1.0725,1.07243,1.0725,EUR_USD
2023-06-06 05:42:00+00:00,37.0,1.07252,1.07252,1.07247,1.0725,EUR_USD
2023-06-06 05:43:00+00:00,27.0,1.0725,1.07252,1.07248,1.0725,EUR_USD
2023-06-06 05:44:00+00:00,44.0,1.07249,1.07253,1.07246,1.07246,EUR_USD
2023-06-06 05:45:00+00:00,56.0,1.07246,1.07252,1.07244,1.07248,EUR_USD
2023-06-06 05:46:00+00:00,32.0,1.07248,1.0725,1.07238,1.07238,EUR_USD
2023-06-06 05:47:00+00:00,31.0,1.0724,1.07244,1.07235,1.07238,EUR_USD
2023-06-06 05:48:00+00:00,22.0,1.07237,1.07238,1.07231,1.07232,EUR_USD
2023-06-06 05:49:00+00:00,37.0,1.07232,1.07238,1.07227,1.07238,EUR_USD
2023-06-06 05:50:00+00:00,23.0,1.07238,1.07254,1.07238,1.07251,EUR_USD
2023-06-06 05:51:00+00:00,52.0,1.0725,1.07285,1.07249,1.07285,EUR_USD
2023-06-06 05:52:00+00:00,32.0,1.07284,1.07286,1.0728,1.07284,EUR_USD
2023-06-06 05:53:00+00:00,52.0,1.07282,1.07284,1.0727,1.07284,EUR_USD
2023-06-06 05:54:00+00:00,47.0,1.07284,1.07288,1.0728,1.07284,EUR_USD
2023-06-06 05:55:00+00:00,46.0,1.07284,1.07288,1.07278,1.07278,EUR_USD
2023-06-06 05:56:00+00:00,47.0,1.07276,1.07276,1.07258,1.07268,EUR_USD
2023-06-06 05:57:00+00:00,58.0,1.07266,1.07267,1.07258,1.0726,EUR_USD
2023-06-06 05:58:00+00:00,48.0,1.07257,1.0726,1.07247,1.07248,EUR_USD
2023-06-06 05:59:00+00:00,33.0,1.07248,1.07257,1.07248,1.0725,EUR_USD
2023-06-06 06:00:00+00:00,150.0,1.07252,1.07257,1.07226,1.07238,EUR_USD
2023-06-06 06:01:00+00:00,84.0,1.07237,1.07253,1.07236,1.07242,EUR_USD
2023-06-06 06:02:00+00:00,90.0,1.07241,1.07243,1.0722,1.07243,EUR_USD
2023-06-06 06:03:00+00:00,70.0,1.07238,1.07254,1.0723,1.07251,EUR_USD
2023-06-06 06:04:00+00:00,44.0,1.0725,1.07256,1.07234,1.07234,EUR_USD
2023-06-06 06:05:00+00:00,46.0,1.07233,1.07234,1.07224,1.07228,EUR_USD
2023-06-06 06:06:00+00:00,51.0,1.07228,1.07244,1.07228,1.07236,EUR_USD
2023-06-06 06:07:00+00:00,48.0,1.07234,1.07245,1.07232,1.07236,EUR_USD
2023-06-06 06:08:00+00:00,33.0,1.07234,1.07234,1.0722,1.07222,EUR_USD
2023-06-06 06:09:00+00:00,60.0,1.0722,1.07228,1.07214,1.07222,EUR_USD
2023-06-06 06:10:00+00:00,41.0,1.07217,1.07238,1.07217,1.07232,EUR_USD
2023-06-06 06:11:00+00:00,63.0,1.0723,1.07269,1.07228,1.07269,EUR_USD
2023-06-06 06:12:00+00:00,107.0,1.07271,1.0728,1.07254,1.07254,EUR_USD
2023-06-06 06:13:00+00:00,79.0,1.07256,1.0726,1.07248,1.0726,EUR_USD
2023-06-06 06:14:00+00:00,62.0,1.07256,1.07268,1.07248,1.07264,EUR_USD
2023-06-06 06:15:00+00:00,85.0,1.07264,1.07264,1.07243,1.07254,EUR_USD
2023-06-06 06:16:00+00:00,79.0,1.07254,1.07257,1.0724,1.07244,EUR_USD
2023-06-06 06:17:00+00:00,51.0,1.07246,1.07254,1.07246,1.07247,EUR_USD
2023-06-06 06:18:00+00:00,56.0,1.07244,1.07244,1.07235,1.07237,EUR_USD
2023-06-06 06:19:00+00:00,98.0,1.07236,1.07259,1.07234,1.07252,EUR_USD
2023-06-06 06:20:00+00:00,81.0,1.0725,1.0725,1.07228,1.07238,EUR_USD
2023-06-06 06:21:00+00:00,67.0,1.07238,1.07262,1.07235,1.07256,EUR_USD
2023-06-06 06:22:00+00:00,69.0,1.07257,1.07259,1.07247,1.07258,EUR_USD
2023-06-06 06:23:00+00:00,55.0,1.07257,1.07264,1.07244,1.07254,EUR_USD
2023-06-06 06:24:00+00:00,65.0,1.07254,1.07262,1.07242,1.07256,EUR_USD
2023-06-06 06:25:00+00:00,105.0,1.07252,1.073,1.0725,1.073,EUR_USD
2023-06-06 06:26:00+00:00,84.0,1.07304,1.07311,1.07285,1.07286,EUR_USD
2023-06-06 06:27:00+00:00,94.0,1.07286,1.07287,1.07264,1.07285,EUR_USD
2023-06-06 06:28:00+00:00,58.0,1.07285,1.07285,1.07269,1.07273,EUR_USD
2023-06-06 06:29:00+00:00,61.0,1.07275,1.07275,1.07268,1.0727,EUR_USD
2023-06-06 06:30:00+00:00,70.0,1.0727,1.07278,1.07267,1.07275,EUR_USD
2023-06-06 06:31:00+00:00,86.0,1.07278,1.07329,1.07276,1.0732,EUR_USD
2023-06-06 06:32:00+00:00,55.0,1.07316,1.07316,1.07272,1.07288,EUR_USD
2023-06-06 06:33:00+00:00,76.0,1.07289,1.07296,1.07277,1.0728,EUR_USD
2023-06-06 06:34:00+00:00,101.0,1.0728,1.07297,1.0728,1.07294,EUR_USD
2023-06-06 06:35:00+00:00,72.0,1.07294,1.0731,1.07289,1.07304,EUR_USD
2023-06-06 06:36:00+00:00,72.0,1.07304,1.07308,1.0729,1.07294,EUR_USD
2023-06-06 06:37:00+00:00,81.0,1.07292,1.07298,1.07276,1.0728,EUR_USD
2023-06-06 06:38:00+00:00,79.0,1.07281,1.07298,1.0728,1.07296,EUR_USD
2023-06-06 06:39:00+00:00,80.0,1.07298,1.07309,1.07285,1.07285,EUR_USD
2023-06-06 06:40:00+00:00,82.0,1.07283,1.0731,1.07283,1.07296,EUR_USD
2023-06-06 06:41:00+00:00,64.0,1.07295,1.073,1.07289,1.07298,EUR_USD
2023-06-06 06:42:00+00:00,48.0,1.07298,1.07304,1.07284,1.073,EUR_USD
2023-06-06 06:43:00+00:00,49.0,1.07304,1.07304,1.07294,1.07294,EUR_USD
2023-06-06 06:44:00+00:00,56.0,1.07294,1.07304,1.0729,1.07294,EUR_USD
2023-06-06 06:45:00+00:00,83.0,1.07294,1.07294,1.07256,1.07265,EUR_USD
2023-06-06 06:46:00+00:00,57.0,1.07264,1.07274,1.07264,1.07264,EUR_USD
2023-06-06 06:47:00+00:00,73.0,1.07265,1.0728,1.07259,1.07279,EUR_USD
2023-06-06 06:48:00+00:00,81.0,1.0728,1.07292,1.07264,1.07282,EUR_USD
2023-06-06 06:49:00+00:00,68.0,1.07284,1.07284,1.07249,1.07254,EUR_USD
2023-06-06 06:50:00+00:00,84.0,1.07256,1.07256,1.07234,1.07238,EUR_USD
2023-06-06 06:51:00+00:00,75.0,1.07237,1.07255,1.07237,1.0725,EUR_USD
2023-06-06 06:52:00+00:00,66.0,1.07252,1.07268,1.07252,1.07261,EUR_USD
2023-06-06 06:53:00+00:00,50.0,1.07261,1.07266,1.07258,1.07266,EUR_USD
2023-06-06 06:54:00+00:00,61.0,1.07264,1.07277,1.07258,1.07258,EUR_USD
2023-06-06 06:55:00+00:00,47.0,1.07258,1.07268,1.07254,1.07255,EUR_USD
2023-06-06 06:56:00+00:00,76.0,1.07255,1.07258,1.07228,1.07228,EUR_USD
2023-06-06 06:57:00+00:00,93.0,1.0723,1.0724,1.0723,1.07236,EUR_USD
2023-06-06 06:58:00+00:00,107.0,1.07238,1.07251,1.07229,1.07236,EUR_USD
2023-06-06 06:59:00+00:00,110.0,1.07236,1.07252,1.07235,1.07242,EUR_USD
2023-06-06 07:00:00+00:00,156.0,1.07241,1.07242,1.07224,1.07225,EUR_USD
2023-06-06 07:01:00+00:00,163.0,1.07225,1.07248,1.07225,1.07236,EUR_USD
2023-06-06 07:02:00+00:00,142.0,1.07238,1.07274,1.07231,1.07233,EUR_USD
2023-06-06 07:03:00+00:00,116.0,1.07229,1.0723,1.07218,1.0722,EUR_USD
2023-06-06 07:04:00+00:00,99.0,1.0722,1.0722,1.07195,1.072,EUR_USD
2023-06-06 07:05:00+00:00,121.0,1.072,1.07228,1.072,1.07221,EUR_USD
2023-06-06 07:06:00+00:00,135.0,1.07222,1.07246,1.07216,1.07242,EUR_USD
2023-06-06 07:07:00+00:00,85.0,1.07244,1.07248,1.07214,1.07222,EUR_USD
2023-06-06 07:08:00+00:00,86.0,1.0722,1.07231,1.07212,1.07214,EUR_USD
2023-06-06 07:09:00+00:00,67.0,1.07213,1.07226,1.07206,1.07226,EUR_USD
2023-06-06 07:10:00+00:00,120.0,1.07228,1.0725,1.07211,1.07212,EUR_USD
2023-06-06 07:11:00+00:00,121.0,1.07212,1.0723,1.0721,1.07215,EUR_USD
2023-06-06 07:12:00+00:00,103.0,1.07214,1.07258,1.07213,1.07256,EUR_USD
2023-06-06 07:13:00+00:00,126.0,1.07257,1.07266,1.07242,1.07242,EUR_USD
2023-06-06 07:14:00+00:00,65.0,1.0724,1.07251,1.07229,1.0725,EUR_USD
2023-06-06 07:15:00+00:00,47.0,1.07246,1.07247,1.07232,1.07236,EUR_USD
2023-06-06 07:16:00+00:00,80.0,1.07236,1.07241,1.07226,1.07234,EUR_USD
2023-06-06 07:17:00+00:00,101.0,1.07233,1.0725,1.07233,1.07242,EUR_USD
2023-06-06 07:18:00+00:00,100.0,1.0724,1.07246,1.07213,1.07216,EUR_USD
2023-06-06 07:19:00+00:00,83.0,1.07216,1.0722,1.07211,1.07211,EUR_USD
2023-06-06 07:20:00+00:00,86.0,1.07212,1.07217,1.07196,1.07198,EUR_USD
2023-06-06 07:21:00+00:00,95.0,1.07196,1.07201,1.07146,1.07156,EUR_USD
2023-06-06 07:22:00+00:00,96.0,1.0716,1.07164,1.07149,1.07157,EUR_USD
2023-06-06 07:23:00+00:00,94.0,1.07154,1.07166,1.07147,1.07152,EUR_USD
2023-06-06 07:24:00+00:00,116.0,1.07157,1.07172,1.07156,1.07166,EUR_USD
2023-06-06 07:25:00+00:00,83.0,1.07167,1.07171,1.07161,1.07166,EUR_USD
2023-06-06 07:26:00+00:00,271.0,1.07168,1.07262,1.07166,1.07236,EUR_USD
2023-06-06 07:27:00+00:00,174.0,1.07236,1.07236,1.07147,1.07147,EUR_USD
2023-06-06 07:28:00+00:00,152.0,1.07147,1.07164,1.07114,1.07114,EUR_USD
2023-06-06 07:29:00+00:00,160.0,1.07114,1.07126,1.071,1.07126,EUR_USD
2023-06-06 07:30:00+00:00,196.0,1.07126,1.07156,1.07111,1.07152,EUR_USD
2023-06-06 07:31:00+00:00,132.0,1.0715,1.07164,1.0713,1.0713,EUR_USD
2023-06-06 07:32:00+00:00,110.0,1.07134,1.07141,1.0712,1.07132,EUR_USD
2023-06-06 07:33:00+00:00,102.0,1.07131,1.07134,1.07112,1.07112,EUR_USD
2023-06-06 07:34:00+00:00,118.0,1.0711,1.0711,1.07086,1.07088,EUR_USD
2023-06-06 07:35:00+00:00,123.0,1.07089,1.07098,1.07076,1.07092,EUR_USD
2023-06-06 07:36:00+00:00,149.0,1.07091,1.07108,1.07083,1.0709,EUR_USD
2023-06-06 07:37:00+00:00,146.0,1.07091,1.07113,1.0709,1.07104,EUR_USD
2023-06-06 07:38:00+00:00,77.0,1.07104,1.07116,1.071,1.071,EUR_USD
2023-06-06 07:39:00+00:00,99.0,1.07098,1.07099,1.07072,1.07082,EUR_USD
2023-06-06 07:40:00+00:00,120.0,1.07088,1.07122,1.07088,1.07106,EUR_USD
2023-06-06 07:41:00+00:00,121.0,1.07106,1.0711,1.07086,1.07106,EUR_USD
2023-06-06 07:42:00+00:00,117.0,1.07108,1.07116,1.0708,1.0708,EUR_USD
2023-06-06 07:43:00+00:00,114.0,1.0708,1.07096,1.07076,1.07086,EUR_USD
2023-06-06 07:44:00+00:00,130.0,1.07086,1.07106,1.07076,1.07101,EUR_USD
2023-06-06 07:45:00+00:00,111.0,1.07102,1.0712,1.07094,1.07113,EUR_USD
2023-06-06 07:46:00+00:00,154.0,1.07114,1.07127,1.07076,1.07086,EUR_USD
2023-06-06 07:47:00+00:00,120.0,1.07088,1.07088,1.07072,1.07076,EUR_USD
2023-06-06 07:48:00+00:00,98.0,1.07076,1.07086,1.07073,1.07086,EUR_USD
2023-06-06 07:49:00+00:00,94.0,1.07088,1.07101,1.07088,1.0709,EUR_USD
2023-06-06 07:50:00+00:00,83.0,1.0709,1.07111,1.07086,1.0711,EUR_USD
2023-06-06 07:51:00+00:00,113.0,1.07108,1.07128,1.07102,1.07127,EUR_USD
2023-06-06 07:52:00+00:00,82.0,1.07127,1.07147,1.07122,1.07146,EUR_USD
2023-06-06 07:53:00+00:00,99.0,1.07147,1.0715,1.07128,1.07132,EUR_USD
2023-06-06 07:54:00+00:00,53.0,1.07129,1.07136,1.07129,1.07132,EUR_USD
2023-06-06 07:55:00+00:00,75.0,1.07131,1.07133,1.07114,1.07117,EUR_USD
2023-06-06 07:56:00+00:00,105.0,1.07116,1.07132,1.0711,1.07127,EUR_USD
2023-06-06 07:57:00+00:00,80.0,1.07126,1.07142,1.07123,1.07137,EUR_USD
2023-06-06 07:58:00+00:00,90.0,1.07134,1.07136,1.07124,1.07136,EUR_USD
2023-06-06 07:59:00+00:00,108.0,1.07137,1.07147,1.07128,1.07146,EUR_USD
2023-06-06 08:00:00+00:00,225.0,1.07148,1.07151,1.0709,1.07112,EUR_USD
2023-06-06 08:01:00+00:00,235.0,1.07111,1.0715,1.07104,1.07127,EUR_USD
2023-06-06 08:02:00+00:00,123.0,1.07128,1.07128,1.07092,1.07098,EUR_USD
2023-06-06 08:03:00+00:00,109.0,1.071,1.071,1.07056,1.07056,EUR_USD
2023-06-06 08:04:00+00:00,165.0,1.07056,1.07061,1.07029,1.07047,EUR_USD
2023-06-06 08:05:00+00:00,166.0,1.07045,1.07097,1.07045,1.07096,EUR_USD
2023-06-06 08:06:00+00:00,123.0,1.07096,1.07112,1.07086,1.07105,EUR_USD
2023-06-06 08:07:00+00:00,114.0,1.0711,1.07113,1.071,1.07105,EUR_USD
2023-06-06 08:08:00+00:00,98.0,1.07105,1.07116,1.07102,1.07114,EUR_USD
2023-06-06 08:09:00+00:00,111.0,1.07114,1.07114,1.07094,1.07096,EUR_USD
2023-06-06 08:10:00+00:00,153.0,1.07096,1.0712,1.07076,1.07119,EUR_USD
2023-06-06 08:11:00+00:00,114.0,1.07118,1.0712,1.07104,1.07114,EUR_USD
2023-06-06 08:12:00+00:00,85.0,1.07114,1.07116,1.07098,1.07098,EUR_USD
2023-06-06 08:13:00+00:00,96.0,1.07108,1.07116,1.07102,1.07104,EUR_USD
2023-06-06 08:14:00+00:00,116.0,1.07104,1.07109,1.07048,1.07048,EUR_USD
2023-06-06 08:15:00+00:00,127.0,1.0705,1.07052,1.07019,1.0705,EUR_USD
2023-06-06 08:16:00+00:00,90.0,1.07048,1.07058,1.07036,1.07036,EUR_USD
2023-06-06 08:17:00+00:00,99.0,1.07037,1.07058,1.0703,1.0704,EUR_USD
2023-06-06 08:18:00+00:00,119.0,1.07041,1.07041,1.06982,1.06988,EUR_USD
2023-06-06 08:19:00+00:00,143.0,1.06994,1.06996,1.06957,1.06962,EUR_USD
2023-06-06 08:20:00+00:00,113.0,1.06962,1.06966,1.06951,1.06958,EUR_USD
2023-06-06 08:21:00+00:00,75.0,1.06962,1.06984,1.06958,1.06984,EUR_USD
2023-06-06 08:22:00+00:00,82.0,1.06984,1.06998,1.06976,1.06996,EUR_USD
2023-06-06 08:23:00+00:00,85.0,1.06996,1.06998,1.06987,1.06992,EUR_USD
2023-06-06 08:24:00+00:00,66.0,1.0699,1.06992,1.06974,1.06976,EUR_USD
2023-06-06 08:25:00+00:00,83.0,1.06974,1.0701,1.06966,1.07008,EUR_USD
2023-06-06 08:26:00+00:00,85.0,1.07007,1.07026,1.07004,1.07022,EUR_USD
2023-06-06 08:27:00+00:00,76.0,1.07022,1.07027,1.06984,1.06984,EUR_USD
2023-06-06 08:28:00+00:00,76.0,1.06984,1.07006,1.06983,1.07006,EUR_USD
2023-06-06 08:29:00+00:00,68.0,1.07006,1.07028,1.07005,1.07016,EUR_USD
2023-06-06 08:30:00+00:00,88.0,1.07014,1.07034,1.07012,1.07024,EUR_USD
2023-06-06 08:31:00+00:00,77.0,1.07022,1.07034,1.07018,1.0702,EUR_USD
2023-06-06 08:32:00+00:00,106.0,1.07019,1.07019,1.07002,1.07013,EUR_USD
2023-06-06 08:33:00+00:00,117.0,1.07015,1.07031,1.07012,1.07031,EUR_USD
2023-06-06 08:34:00+00:00,68.0,1.0703,1.07031,1.07002,1.07014,EUR_USD
2023-06-06 08:35:00+00:00,67.0,1.07013,1.07019,1.07,1.07004,EUR_USD
2023-06-06 08:36:00+00:00,94.0,1.07004,1.07016,1.06994,1.07006,EUR_USD
2023-06-06 08:37:00+00:00,95.0,1.07004,1.07014,1.07002,1.07011,EUR_USD
2023-06-06 08:38:00+00:00,74.0,1.07013,1.07036,1.07012,1.07036,EUR_USD
2023-06-06 08:39:00+00:00,64.0,1.07034,1.07035,1.07011,1.07014,EUR_USD
2023-06-06 08:40:00+00:00,72.0,1.07012,1.07015,1.06997,1.07006,EUR_USD
2023-06-06 08:41:00+00:00,55.0,1.07007,1.07022,1.07006,1.0701,EUR_USD
2023-06-06 08:42:00+00:00,55.0,1.07011,1.07013,1.06986,1.06986,EUR_USD
2023-06-06 08:43:00+00:00,79.0,1.06986,1.07005,1.06986,1.07,EUR_USD
2023-06-06 08:44:00+00:00,100.0,1.07001,1.07018,1.07001,1.07012,EUR_USD
2023-06-06 08:45:00+00:00,86.0,1.0701,1.07015,1.07004,1.0701,EUR_USD
2023-06-06 08:46:00+00:00,82.0,1.07012,1.07026,1.07004,1.0702,EUR_USD
2023-06-06 08:47:00+00:00,68.0,1.07024,1.07034,1.07018,1.07018,EUR_USD
2023-06-06 08:48:00+00:00,53.0,1.07018,1.0702,1.07006,1.07016,EUR_USD
2023-06-06 08:49:00+00:00,50.0,1.07016,1.07022,1.07008,1.07014,EUR_USD
2023-06-06 08:50:00+00:00,43.0,1.07014,1.07016,1.07004,1.07006,EUR_USD
